Date,Precinct,Area,Rooms,Storey,Price
2014-03-19,16,48.5,3,3,122000.0
2014-03-20,25,50.2,4,3,170000.0
2014-03-20,30,72.64,3,5,250877.0
2014-03-24,16,48.3,4,3,161000.0
2014-03-25,5,46.1,2,5,263000.0
2014-03-25,30,105.4,5,6,331815.0
2014-03-25,30,105.4,5,6,331815.0
2014-03-26,18,56.5,3,2,160000.0
2014-03-28,5,54.9,2,4,255000.0
2014-01-04,19,31.8,3,1,82000.0
2014-02-04,30,106.07,5,4,324103.0
2014-03-04,39,45.43,3,1,138888.0
2014-07-04,26,30.48,2,3,90000.0
2014-08-04,20,32.0,2,10,125000.0
2014-08-04,27,36.4,2,1,80000.0
2014-08-04,30,82.63,5,6,423434.0
2014-10-04,16,31.4,2,3,87000.0
2014-10-04,26,37.0,3,7,113000.0
2014-11-04,25,50.2,4,4,153000.0
2014-11-04,27,87.48,4,3,277778.0
2014-11-04,27,87.48,4,3,277778.0
2014-11-04,38,55.18,3,2,200000.0
2014-04-15,30,41.35,3,4,160000.0
2014-04-15,43,45.82,2,3,165823.0
2014-04-15,43,45.79,1,4,254600.0
2014-04-16,13,79.0,6,,230000.0
2014-04-16,13,79.0,6,,230000.0
2014-04-16,26,28.0,2,3,90000.0
2014-04-16,43,44.7,2,4,266038.0
2014-04-16,43,63.9,2,4,363629.0
2014-04-17,26,37.3,3,6,100000.0
2014-04-22,19,29.8,3,2,117000.0
2014-04-22,20,59.0,4,9,139000.0
2014-04-22,39,34.52,2,4,110787.0
2014-04-22,42,44.81,3,3,180675.0
2014-04-22,43,45.44,3,1,164089.0
2014-04-25,26,77.1,3,3,80000.0
2014-04-25,27,38.0,3,3,115000.0
2014-04-25,39,45.48,3,3,145278.0
2014-04-28,43,45.39,3,2,163909.0
2014-04-28,43,45.22,3,3,163697.0
2014-04-29,13,35.9,3,6,102500.0
2014-04-29,26,63.5,3,4,250000.0
2014-04-29,26,55.3,4,2,208000.0
2014-04-30,25,43.6,3,5,127500.0
2014-05-05,27,46.7,3,4,110000.0
2014-05-05,42,52.12,3,3,158796.0
2014-05-05,42,52.02,3,4,155556.0
2014-06-05,27,35.1,3,4,110000.0
2014-07-05,39,70.61,3,2,249074.0
2014-08-05,43,64.26,4,2,229076.0
2014-09-05,25,119.0,6,1,300000.0
2014-09-05,27,119.0,6,1,300000.0
2014-09-05,27,43.6,3,4,150000.0
2014-09-05,43,64.15,4,3,235356.0
2014-12-05,19,89.47,4,3,210000.0
2014-05-13,30,43.65,1,,159000.0
2014-05-15,7,66.1,4,2,315000.0
2014-05-16,6,54.7,3,1,202500.0
2014-05-16,43,64.03,4,3,228256.0
2014-05-21,16,25.5,2,1,84000.0
2014-05-23,43,44.74,3,3,161561.0
2014-05-27,13,54.4,3,3,200000.0
2014-05-28,26,37.3,3,7,95000.0
2014-05-29,17,42.1,3,3,100000.0
2014-05-29,26,61.5,4,3,170000.0
2014-05-29,27,47.48,3,3,148000.0
2014-05-30,25,59.1,4,1,162000.0
2014-03-06,19,51.42,2,4,230000.0
2014-03-06,29,169.42,5,2,300000.0
2014-03-06,32,38.2,3,1,108000.0
2014-05-06,21,61.7,4,2,215000.0
2014-06-06,29,65.2,3,3,330000.0
2014-06-06,43,45.83,3,4,198566.0
2014-11-06,27,34.5,3,5,113000.0
2014-12-06,27,24.55,2,2,77500.0
2014-06-13,26,47.3,4,6,141500.0
2014-06-13,27,41.3,3,3,100000.0
2014-06-13,27,34.6,3,3,115000.0
2014-06-16,26,73.0,5,5,238000.0
2014-06-17,42,55.44,3,3,175000.0
2014-06-18,16,66.1,4,4,169000.0
2014-06-18,17,37.0,2,2,75000.0
2014-06-18,26,60.8,4,11,95000.0
2014-06-23,19,38.98,3,3,127000.0
2014-06-23,27,24.6,2,4,85000.0
2014-06-23,19,38.98,3,3,127000.0
2014-06-23,27,24.6,2,4,85000.0
2014-06-23,27,48.2,4,1,139000.0
2014-06-23,27,47.1,4,3,164000.0
2014-06-24,30,45.55,2,3,152000.0
2014-06-26,30,73.21,4,1,230476.0
2014-06-26,19,15.7,2,2,80000.0
2014-06-26,28,48.0,3,2,165000.0
2014-06-26,30,59.75,4,3,150000.0
2014-06-27,39,45.54,3,2,147583.0
2014-06-27,42,55.29,3,4,170370.0
2014-06-28,17,54.2,3,2,155000.0
2014-03-07,19,53.91,3,2,102000.0
2014-03-07,27,46.17,2,4,188000.0
2014-04-07,27,38.14,3,1,152000.0
2014-07-07,17,99.98,5,,276000.0
2014-08-07,6,67.6,3,2,287000.0
2014-08-07,19,56.8,3,3,180000.0
2014-08-07,26,37.3,3,4,120000.0
2014-09-07,26,37.3,3,2,126000.0
2014-07-14,27,41.7,3,5,130000.0
2014-07-15,17,38.2,2,2,113000.0
2014-07-17,27,45.45,2,7,170000.0
2014-07-18,26,30.5,2,1,120000.0
2014-07-22,17,49.2,3,4,115000.0
2014-07-24,30,50.0,4,3,100000.0
2014-07-25,27,24.8,2,1,85000.0
2014-07-29,30,44.14,1,4,210000.0
2014-07-30,27,32.5,2,2,97000.0
2014-07-31,17,48.9,3,3,140000.0
2014-07-31,19,41.48,2,2,132000.0
2014-07-31,19,55.85,3,1,136000.0
2014-04-08,6,67.6,3,1,325000.0
2014-05-08,4,76.6,4,2,200000.0
2014-05-08,4,77.3,4,1,200000.0
2014-06-08,19,64.53,3,3,82000.0
2014-12-08,6,76.6,5,4,350000.0
2014-12-08,17,48.4,3,3,150000.0
2014-08-13,30,48.5,3,2,205000.0
2014-08-14,26,47.1,3,7,115000.0
2014-08-19,26,73.0,5,4,220000.0
2014-08-21,27,39.94,3,3,136000.0
2014-08-22,19,58.97,3,3,245000.0
2014-08-25,19,72.1,3,3,235000.0
2014-08-25,27,34.7,2,4,105000.0
2014-08-25,30,81.2,3,3,211500.0
2014-08-26,17,54.2,3,2,155000.0
2014-08-28,19,73.5,4,2,145000.0
2014-08-28,30,35.2,2,3,122000.0
2014-08-29,6,74.4,2,4,350000.0
2014-08-29,26,53.4,4,2,160000.0
2014-01-09,18,48.35,3,4,145000.0
2014-01-09,18,48.35,3,4,145000.0
2014-01-09,27,37.29,3,1,100000.0
2014-02-09,26,60.8,4,11,135000.0
2014-02-09,28,41.1,3,3,125000.0
2014-03-09,27,35.9,3,2,104200.0
2014-03-09,30,47.6,3,3,80000.0
2014-05-09,27,87.54,3,4,285000.0
2014-05-09,32,36.98,3,5,128000.0
2014-12-09,33,48.6,3,7,130000.0
2014-09-15,17,38.37,4,2,80000.0
2014-09-16,19,55.3,3,2,220000.0
2014-09-16,26,37.4,3,9,90000.0
2014-09-18,19,66.6,4,3,180000.0
2014-09-18,30,36.7,3,3,135000.0
2014-09-19,17,45.2,3,3,138000.0
2014-09-19,27,39.06,1,3,220000.0
2014-09-19,30,47.14,3,1,95000.0
2014-09-22,17,38.0,3,8,128000.0
2014-09-23,17,37.0,2,2,84000.0
2014-09-23,26,40.62,3,5,125000.0
2014-09-26,26,44.74,3,2,137000.0
2014-09-30,27,37.94,3,3,120000.0
2014-09-30,29,55.11,3,2,195000.0
2014-10-10,32,23.1,2,2,75000.0
2014-10-14,27,44.8,4,4,105000.0
2014-10-14,29,68.5,4,2,330000.0
2014-10-20,16,62.19,3,2,192904.0
2014-10-20,19,76.3,3,3,100000.0
2014-10-20,27,34.84,3,4,87000.0
2014-10-21,26,46.4,4,4,150000.0
2014-10-22,26,47.98,3,3,105000.0
2014-10-23,17,66.2,4,2,180000.0
2014-10-24,27,35.9,3,4,70000.0
2014-10-27,16,39.39,2,6,145000.0
2014-10-27,27,38.5,2,3,95000.0
2014-10-31,26,30.3,3,2,102000.0
2014-10-31,29,54.52,3,5,191183.0
2014-04-11,27,71.5,4,3,169000.0
2014-05-11,13,57.4,3,3,150000.0
2014-06-11,27,19.2,2,1,64000.0
2014-06-11,27,39.6,2,3,94000.0
2014-10-11,13,126.0,6,1,310000.0
2014-10-11,27,37.6,3,2,127000.0
2014-12-11,26,37.86,3,5,118000.0
2014-12-11,29,42.13,2,1,148234.0
2014-12-11,29,48.37,2,4,172430.0
2014-11-13,17,45.3,3,1,115000.0
2014-11-13,27,34.53,3,5,103000.0
2014-11-19,16,62.13,3,3,258000.0
2014-11-20,17,50.3,3,3,150000.0
2014-11-24,26,36.36,3,3,135000.0
2014-11-26,17,46.0,3,4,167000.0
2014-11-26,27,37.6,3,5,125500.0
2014-11-29,30,62.0,4,2,102000.0
2014-05-12,17,53.24,3,4,146000.0
2014-08-12,19,59.22,4,3,226852.0
2014-09-12,19,43.12,2,3,177753.0
2014-09-12,19,66.69,4,3,259259.0
2014-10-12,19,66.57,4,5,261965.0
2014-12-13,27,33.26,1,3,132000.0
2014-12-18,19,79.04,4,5,336037.0
2014-12-18,19,59.22,4,5,258042.0
2014-12-18,5,46.1,2,5,215000.0
2014-12-19,31,58.8,4,3,125000.0
2014-12-22,19,67.96,4,5,259259.0
2014-12-23,19,79.04,4,5,311037.0
2014-12-29,19,57.6,3,2,145000.0
2015-02-01,5,52.8,3,4,220000.0
2015-02-01,27,57.72,4,5,162000.0
2015-02-01,33,50.8,3,2,110000.0
2015-05-01,13,50.9,3,4,112000.0
2015-05-01,29,58.5,4,4,180000.0
2015-07-01,27,29.4,2,4,97000.0
2015-08-01,30,35.2,3,1,90000.0
2015-09-01,27,35.5,3,3,70000.0
2015-09-01,31,38.0,3,2,120000.0
2015-09-01,43,59.2,3,1,210000.0
2015-12-01,17,35.0,2,1,105000.0
2015-12-01,25,48.9,3,9,140000.0
2015-01-14,25,72.2,4,7,180000.0
2015-01-15,29,39.66,2,4,193519.0
2015-01-16,32,37.36,3,,85000.0
2015-01-20,17,34.6,2,2,80000.0
2015-01-20,19,79.22,4,3,311785.0
2015-01-23,19,66.57,4,4,286965.0
2015-01-23,43,64.0,4,2,245926.0
2015-01-23,27,39.44,1,4,150000.0
2015-01-26,19,79.04,4,4,336076.0
2015-01-27,19,42.3,3,2,135000.0
2015-01-27,6,56.2,3,1,195000.0
2015-01-28,21,60.4,4,5,152000.0
2015-01-28,29,48.65,2,4,173428.0
2015-01-28,27,47.2,3,2,175000.0
2015-01-29,25,43.6,3,5,125000.0
2015-01-29,16,68.95,4,2,186000.0
2015-01-30,19,68.08,4,3,292907.0
2015-01-30,29,71.23,4,5,252778.0
2015-01-30,43,64.01,4,2,237351.0
2015-01-30,27,47.5,4,5,135000.0
2015-02-02,43,60.2,4,5,80000.0
2015-03-02,25,18.27,1,,70000.0
2015-04-02,5,26.6,2,1,65000.0
2015-04-02,16,32.8,2,2,92000.0
2015-04-02,20,17.9,1,7,55000.0
2015-05-02,31,45.0,4,2,116000.0
2015-06-02,5,55.0,2,6,191125.0
2015-06-02,29,32.81,1,1,100926.0
2015-06-02,43,64.78,3,4,287963.0
2015-09-02,21,73.2,5,,289000.0
2015-10-02,5,48.3,2,5,170615.0
2015-10-02,18,50.79,3,3,142000.0
2015-10-02,19,68.08,4,4,292907.0
2015-10-02,30,38.9,3,3,84000.0
2015-11-02,5,46.5,2,2,166410.0
2015-11-02,26,72.2,4,2,325000.0
2015-02-13,16,31.5,2,2,85000.0
2015-02-18,5,52.9,3,2,219000.0
2015-02-20,5,33.18,3,,50000.0
2015-02-20,25,47.0,4,5,120000.0
2015-02-20,25,44.2,3,5,150000.0
2015-02-20,26,47.7,3,1,125000.0
2015-02-24,32,37.0,3,2,110000.0
2015-02-25,30,47.2,3,2,168000.0
2015-02-25,30,59.2,2,1,410000.0
2015-02-27,18,66.7,3,3,145000.0
2015-02-27,26,45.63,4,6,122000.0
2015-05-03,27,57.51,5,7,150000.0
2015-06-03,25,31.4,2,5,92500.0
2015-06-03,27,31.0,2,3,90000.0
2015-06-03,16,49.1,3,3,140000.0
2015-09-03,19,49.6,3,1,89000.0
2015-10-03,27,59.81,4,1,163000.0
2015-12-03,29,55.0,2,1,170000.0
2015-12-03,31,28.0,2,2,83000.0
2015-12-03,19,75.6,4,3,190000.0
2015-12-03,16,56.6,5,5,163000.0
2015-03-13,17,62.4,3,3,187000.0
2015-03-17,29,42.07,2,4,148017.0
2015-03-18,18,66.0,3,3,120000.0
2015-03-19,30,35.1,2,2,98000.0
2015-03-19,32,29.1,2,9,107500.0
2015-03-19,16,50.08,3,2,146000.0
2015-03-20,27,30.36,2,10,98000.0
2015-03-20,17,56.8,3,3,153000.0
2015-03-24,27,46.3,4,1,160000.0
2015-03-24,28,104.0,4,2,226000.0
2015-03-25,27,33.51,1,4,145000.0
2015-03-25,1,35.5,2,2,85000.0
2015-03-26,31,65.1,4,2,178000.0
2015-03-27,18,50.1,3,3,143000.0
2015-03-27,25,30.9,2,2,95000.0
2015-03-27,17,49.8,3,3,146000.0
2015-03-27,1,60.4,4,2,165000.0
2015-03-30,16,23.7,2,1,87000.0
2015-01-04,26,76.4,3,4,249870.0
2015-02-04,21,74.3,5,,260000.0
2015-03-04,23,53.5,3,2,180000.0
2015-05-04,18,25.8,2,1,60000.0
2015-07-04,26,46.7,4,3,124000.0
2015-08-04,19,43.14,2,5,177753.0
2015-08-04,27,38.4,3,2,142000.0
2015-09-04,26,29.78,2,3,99000.0
2015-10-04,29,48.74,2,2,171493.0
2015-04-13,27,24.3,2,4,79000.0
2015-04-14,6,28.7,1,2,78000.0
2015-04-15,25,48.9,3,9,160000.0
2015-04-16,27,95.8,5,,225000.0
2015-04-16,31,51.9,3,1,167000.0
2015-04-20,33,48.0,3,4,145000.0
2015-04-23,31,68.2,3,2,136400.0
2015-04-24,23,52.7,3,4,189000.0
2015-04-24,19,117.0,7,1,340000.0
2015-04-27,17,29.71,2,3,50000.0
2015-04-28,31,60.7,3,4,137200.0
2015-04-28,31,23.5,1,4,62800.0
2015-04-28,31,51.95,3,4,119700.0
2015-04-28,27,49.48,4,3,154000.0
2015-04-28,20,64.64,4,2,242000.0
2015-04-29,29,55.14,3,2,200564.0
2015-04-29,27,34.84,3,4,132500.0
2015-04-30,19,71.3,4,,220000.0
2015-04-05,29,64.5,4,3,315000.0
2015-05-05,26,35.97,3,3,90000.0
2015-05-05,19,44.5,3,1,152000.0
2015-07-05,13,81.05,5,2,195000.0
2015-07-05,17,38.0,3,2,95000.0
2015-12-05,32,37.0,3,2,135000.0
2015-05-14,17,115.0,6,2,275000.0
2015-05-14,17,111.0,5,1,400000.0
2015-05-14,26,48.14,4,2,160000.0
2015-05-14,29,35.87,2,,118000.0
2015-05-14,20,32.0,2,8,110000.0
2015-05-15,16,58.6,4,4,235000.0
2015-05-20,6,54.5,3,1,180000.0
2015-05-21,17,49.32,3,2,136000.0
2015-05-21,4,47.6,3,5,160000.0
2015-05-22,19,78.5,2,2,228000.0
2015-05-25,30,74.5,3,,260000.0
2015-05-25,19,57.3,4,,240000.0
2015-05-26,19,66.9,3,2,135000.0
2015-05-26,27,45.7,4,3,100000.0
2015-05-26,32,29.1,2,2,89000.0
2015-05-27,30,45.7,2,3,220000.0
2015-05-28,27,49.4,3,4,132000.0
2015-05-29,17,41.52,2,2,120000.0
2015-05-29,21,64.7,4,1,220000.0
2015-05-29,27,39.4,4,3,89000.0
2015-02-06,27,45.2,4,3,165000.0
2015-03-06,17,55.1,3,3,154500.0
2015-03-06,19,26.2,2,2,80000.0
2015-09-06,27,48.5,3,2,124000.0
2015-09-06,27,44.8,4,4,155000.0
2015-10-06,30,52.0,2,1,231000.0
2015-11-06,17,57.67,3,3,146000.0
2015-11-06,33,48.6,3,11,112000.0
2015-11-06,27,104.2,5,,265000.0
2015-11-06,23,34.4,1,1,114000.0
2015-11-06,20,32.4,3,3,71000.0
2015-12-06,29,48.26,2,2,172038.0
2015-12-06,17,43.9,3,3,158000.0
2015-06-15,27,45.3,3,2,125000.0
2015-06-16,27,50.8,4,5,132000.0
2015-06-16,27,66.6,5,3,205000.0
2015-06-17,25,36.4,2,11,87000.0
2015-06-18,27,45.81,4,5,110000.0
2015-06-18,25,49.7,3,3,175000.0
2015-06-18,27,47.5,4,3,130000.0
2015-06-18,27,38.2,3,3,151000.0
2015-06-18,27,49.8,4,1,145000.0
2015-06-19,21,68.1,4,1,277000.0
2015-06-19,26,47.3,3,3,124500.0
2015-06-19,27,34.1,3,2,87000.0
2015-06-22,21,46.1,3,1,124000.0
2015-06-22,29,55.4,3,2,230000.0
2015-06-22,30,60.0,2,1,244000.0
2015-06-22,31,19.1,2,1,35000.0
2015-06-23,26,60.8,4,11,203000.0
2015-06-23,27,48.0,3,3,105000.0
2015-06-24,26,29.4,3,1,96000.0
2015-06-24,27,27.0,2,5,80000.0
2015-06-25,25,36.4,2,11,96000.0
2015-06-26,13,61.5,4,6,175000.0
2015-06-26,25,46.77,1,3,70000.0
2015-06-30,27,38.2,3,3,110000.0
2015-01-07,29,53.6,2,2,250000.0
2015-02-07,31,40.6,2,1,103000.0
2015-06-07,26,35.03,3,2,109250.0
2015-07-07,6,28.7,2,2,88000.0
2015-08-07,16,22.8,1,1,87000.0
2015-08-07,5,63.54,3,3,187000.0
2015-10-07,26,36.6,3,3,120000.0
2015-10-07,31,57.3,3,4,170000.0
2015-07-13,6,37.0,2,5,90000.0
2015-07-13,21,78.1,5,4,277000.0
2015-07-14,26,38.3,3,2,115000.0
2015-07-15,29,43.7,2,3,185000.0
2015-07-15,4,56.5,3,1,166500.0
2015-07-15,5,55.3,2,4,319000.0
2015-07-16,16,55.3,4,2,199000.0
2015-07-16,19,50.1,3,7,136000.0
2015-07-16,29,48.31,2,2,169980.0
2015-07-16,31,50.0,4,,189000.0
2015-07-16,31,46.9,3,2,173000.0
2015-07-20,1,29.0,2,2,82000.0
2015-07-21,17,57.13,4,1,170000.0
2015-07-22,18,56.5,3,2,67624.0
2015-07-23,27,25.04,2,5,93000.0
2015-07-23,27,30.0,2,7,93000.0
2015-07-23,16,48.7,4,1,142000.0
2015-07-24,21,72.9,5,2,250000.0
2015-07-24,26,52.4,4,10,157000.0
2015-07-24,25,61.2,4,4,174000.0
2015-07-24,16,49.7,4,5,117000.0
2015-07-27,13,34.25,3,1,88000.0
2015-07-27,25,57.2,4,3,165000.0
2015-07-27,28,57.5,3,2,170000.0
2015-07-27,27,47.3,3,2,134000.0
2015-07-28,27,75.0,4,,200000.0
2015-07-28,25,50.2,3,5,172000.0
2015-07-28,16,50.9,3,2,155000.0
2015-07-31,27,48.0,3,3,130000.0
2015-04-08,23,54.13,2,4,205000.0
2015-04-08,17,38.0,3,5,123000.0
2015-05-08,16,84.4,5,2,270000.0
2015-06-08,25,63.0,4,8,179000.0
2015-07-08,19,52.15,2,3,255000.0
2015-07-08,16,51.0,4,2,180000.0
2015-10-08,18,56.8,3,2,165000.0
2015-10-08,30,59.45,3,2,128000.0
2015-11-08,27,38.5,3,5,97000.0
2015-11-08,16,37.6,3,2,125000.0
2015-12-08,32,37.0,3,4,100000.0
2015-12-08,32,36.6,3,5,103000.0
2015-08-13,16,50.5,4,2,145000.0
2015-08-14,32,37.4,3,2,120000.0
2015-08-17,30,59.2,4,1,127000.0
2015-08-20,6,28.7,1,1,90000.0
2015-08-21,16,39.05,3,2,30000.0
2015-08-21,26,29.3,2,2,70000.0
2015-08-24,32,24.5,2,2,83000.0
2015-08-25,20,32.0,2,8,124000.0
2015-08-26,30,47.3,2,6,530000.0
2015-08-26,31,64.3,4,3,170000.0
2015-08-27,25,49.7,3,5,150000.0
2015-08-29,16,64.0,5,,195000.0
2015-08-31,17,34.8,3,5,137000.0
2015-08-31,25,35.9,2,3,101500.0
2015-08-31,26,46.4,4,2,150000.0
2015-08-31,27,52.0,3,3,143000.0
2015-08-31,27,24.7,2,3,85000.0
2015-01-09,29,65.6,3,3,335000.0
2015-01-09,1,50.5,3,2,148000.0
2015-04-09,17,51.4,3,1,159000.0
2015-07-09,27,38.2,3,3,114000.0
2015-08-09,27,47.9,4,3,195000.0
2015-09-15,29,64.43,2,5,243563.0
2015-09-15,5,66.0,4,2,310000.0
2015-09-16,27,35.7,3,5,109850.0
2015-09-21,5,32.5,3,2,117000.0
2015-09-24,26,60.8,5,10,135000.0
2015-09-24,27,39.97,3,5,135000.0
2015-09-24,20,17.9,1,2,62000.0
2015-09-24,19,51.5,3,3,173000.0
2015-09-25,33,48.6,3,1,145000.0
2015-09-28,42,62.3,4,2,220000.0
2015-09-28,30,34.8,2,1,112500.0
2015-09-29,27,29.7,2,5,85000.0
2015-09-29,27,30.24,2,2,100000.0
2015-09-29,30,54.3,4,2,130000.0
2015-09-29,31,57.0,4,2,121000.0
2015-09-29,5,66.2,4,2,300000.0
2015-09-30,13,58.0,3,1,80000.0
2015-09-30,17,50.6,3,4,133500.0
2015-09-30,19,50.0,3,2,158000.0
2015-01-10,6,50.04,3,2,230000.0
2015-02-10,16,34.07,2,2,80000.0
2015-03-10,6,36.81,2,4,260000.0
2015-05-10,27,47.7,3,1,158000.0
2015-06-10,26,35.9,3,1,105000.0
2015-06-10,27,33.97,3,3,119000.0
2015-07-10,6,72.8,5,4,262500.0
2015-07-10,27,38.4,3,1,145000.0
2015-08-10,27,38.2,3,3,123000.0
2015-09-10,5,67.37,3,2,344000.0
2015-12-10,27,37.4,3,3,135000.0
2015-12-10,27,29.68,2,4,105000.0
2015-12-10,31,29.3,2,1,118000.0
2015-10-14,17,57.0,3,,175000.0
2015-10-14,17,67.25,4,1,175000.0
2015-10-14,27,37.9,3,3,148000.0
2015-10-14,17,111.9,5,2,300000.0
2015-10-14,31,50.4,3,2,135000.0
2015-10-15,6,56.2,3,1,210000.0
2015-10-16,27,56.8,5,2,187000.0
2015-10-16,27,29.85,2,1,100000.0
2015-10-20,16,37.8,2,,115000.0
2015-10-20,16,47.6,3,3,122000.0
2015-10-21,20,32.0,2,4,118000.0
2015-10-21,16,60.4,4,3,210000.0
2015-10-23,19,66.5,4,3,204000.0
2015-10-26,27,33.1,3,3,98000.0
2015-10-26,23,87.77,4,2,350000.0
2015-10-26,5,68.36,4,2,313000.0
2015-10-27,1,49.5,3,3,147000.0
2015-10-27,27,19.2,1,1,81900.0
2015-10-27,27,45.8,3,5,134000.0
2015-10-27,31,41.7,2,3,102000.0
2015-10-27,1,49.5,3,4,147000.0
2015-10-28,16,71.9,4,1,152000.0
2015-10-28,29,97.6,5,2,470000.0
2015-10-29,27,38.0,3,4,115000.0
2015-10-29,26,46.6,4,5,163000.0
2015-10-29,30,83.71,5,1,430000.0
2015-10-30,23,51.1,3,2,177000.0
2015-10-30,31,77.5,4,,195000.0
2015-10-30,17,52.0,3,3,135000.0
2015-10-30,32,22.1,2,3,90000.0
2015-02-11,20,17.9,1,10,65000.0
2015-02-11,31,44.6,3,1,102500.0
2015-02-11,17,37.7,3,3,139000.0
2015-03-11,42,50.6,3,1,155000.0
2015-04-11,30,69.11,3,1,350000.0
2015-05-11,23,53.5,3,3,210000.0
2015-05-11,17,51.9,3,3,155000.0
2015-05-11,6,38.11,2,3,175000.0
2015-05-11,6,28.7,2,5,99000.0
2015-05-11,25,61.5,4,6,180000.0
2015-06-11,28,63.0,4,2,208000.0
2015-09-11,26,28.0,2,3,90500.0
2015-09-11,30,42.17,2,3,141570.0
2015-09-11,31,49.7,3,,135000.0
2015-10-11,23,54.4,3,3,177000.0
2015-11-17,27,66.6,5,4,194000.0
2015-11-17,13,70.77,4,2,130000.0
2015-11-19,18,47.77,3,2,154000.0
2015-11-19,30,25.6,2,2,90000.0
2015-11-20,30,11.5,1,3,30000.0
2015-11-23,30,27.8,2,3,105000.0
2015-11-24,17,29.71,2,3,51990.0
2015-11-24,16,37.5,2,2,98000.0
2015-11-25,17,63.5,4,3,211000.0
2015-11-27,17,37.0,2,2,110000.0
2015-11-27,27,37.6,3,4,140000.0
2015-11-27,1,26.3,2,1,89000.0
2015-11-28,17,47.45,3,4,165000.0
2015-01-12,19,37.2,2,2,80000.0
2015-02-12,30,48.2,2,2,230000.0
2015-03-12,29,65.4,3,3,320000.0
2015-03-12,33,62.5,4,3,182700.0
2015-11-12,16,51.8,4,2,100014.0
2015-12-15,31,57.0,4,1,172500.0
2015-12-15,18,44.4,3,3,90000.0
2015-12-15,30,31.7,2,3,92000.0
2015-12-16,26,61.9,4,2,200000.0
2015-12-16,30,84.25,5,,80000.0
2015-12-18,27,45.0,4,3,110000.0
2015-12-21,19,50.1,3,1,148000.0
2015-12-23,27,52.2,3,2,100000.0
2015-12-23,29,54.79,3,5,250000.0
2015-12-29,27,46.1,3,1,125000.0
2015-12-29,29,41.1,3,3,182000.0
2015-12-30,27,39.0,3,3,75000.0
2015-12-30,30,29.0,2,1,110000.0
2015-02-01,5,52.8,3,4,220000.0
2015-02-01,27,57.72,4,5,162000.0
2015-02-01,33,50.8,3,2,110000.0
2015-05-01,13,50.9,3,4,112000.0
2015-05-01,29,58.5,4,4,180000.0
2015-07-01,27,29.4,2,4,97000.0
2015-08-01,30,35.2,3,1,90000.0
2015-09-01,27,35.5,3,3,70000.0
2015-09-01,31,38.0,3,2,120000.0
2015-09-01,43,59.2,3,1,210000.0
2015-12-01,17,35.0,2,1,105000.0
2015-12-01,25,48.9,3,9,140000.0
2015-01-14,25,72.2,4,7,180000.0
2015-01-15,29,39.66,2,4,193519.0
2015-01-16,32,37.36,3,,85000.0
2015-01-20,17,34.6,2,2,80000.0
2015-01-20,19,79.22,4,3,311785.0
2015-01-23,19,66.57,4,4,286965.0
2015-01-23,43,64.0,4,2,245926.0
2015-01-23,27,39.44,1,4,150000.0
2015-01-26,19,79.04,4,4,336076.0
2015-01-27,19,42.3,3,2,135000.0
2015-01-27,6,56.2,3,1,195000.0
2015-01-28,21,60.4,4,5,152000.0
2015-01-28,29,48.65,2,4,173428.0
2015-01-28,27,47.2,3,2,175000.0
2015-01-29,25,43.6,3,5,125000.0
2015-01-29,16,68.95,4,2,186000.0
2015-01-30,19,68.08,4,3,292907.0
2015-01-30,29,71.23,4,5,252778.0
2015-01-30,43,64.01,4,2,237351.0
2015-01-30,27,47.5,4,5,135000.0
2015-02-02,43,60.2,4,5,80000.0
2015-03-02,25,18.27,1,,70000.0
2015-04-02,5,26.6,2,1,65000.0
2015-04-02,16,32.8,2,2,92000.0
2015-04-02,20,17.9,1,7,55000.0
2015-05-02,31,45.0,4,2,116000.0
2015-06-02,5,55.0,2,6,191125.0
2015-06-02,29,32.81,1,1,100926.0
2015-06-02,43,64.78,3,4,287963.0
2015-09-02,21,73.2,5,,289000.0
2015-10-02,5,48.3,2,5,170615.0
2015-10-02,18,50.79,3,3,142000.0
2015-10-02,19,68.08,4,4,292907.0
2015-10-02,30,38.9,3,3,84000.0
2015-11-02,5,46.5,2,2,166410.0
2015-11-02,26,72.2,4,2,325000.0
2015-02-13,16,31.5,2,2,85000.0
2015-02-18,5,52.9,3,2,219000.0
2015-02-20,5,33.18,3,,50000.0
2015-02-20,25,47.0,4,5,120000.0
2015-02-20,25,44.2,3,5,150000.0
2015-02-20,26,47.7,3,1,125000.0
2015-02-24,32,37.0,3,2,110000.0
2015-02-25,30,47.2,3,2,168000.0
2015-02-25,30,59.2,2,1,410000.0
2015-02-27,18,66.7,3,3,145000.0
2015-02-27,26,45.63,4,6,122000.0
2015-05-03,27,57.51,5,7,150000.0
2015-06-03,25,31.4,2,5,92500.0
2015-06-03,27,31.0,2,3,90000.0
2015-06-03,16,49.1,3,3,140000.0
2015-09-03,19,49.6,3,1,89000.0
2015-10-03,27,59.81,4,1,163000.0
2015-12-03,29,55.0,2,1,170000.0
2015-12-03,31,28.0,2,2,83000.0
2015-12-03,19,75.6,4,3,190000.0
2015-12-03,16,56.6,5,5,163000.0
2015-03-13,17,62.4,3,3,187000.0
2015-03-17,29,42.07,2,4,148017.0
2015-03-18,18,66.0,3,3,120000.0
2015-03-19,30,35.1,2,2,98000.0
2015-03-19,32,29.1,2,9,107500.0
2015-03-19,16,50.08,3,2,146000.0
